index,wave,country,imp_family,imp_religion,happiness,satisfaction_life,univ_imp_boy_girl,housewife_fulfill_work,marital,num_children,satisfaction_finance,confidence_women_org,respect_human,religious_denom,religious_person,justify_gay,justify_abortion,justify_divorce,employment_status,chief_wage,sex,year_birth,age,edu,edu_age_complete,ethnic,survey_year
56445,1999-2004,United States,Very important,Not at all important,Quite happy,9,Disagree,Agree,Married,No child,8,Not very much,A lot of respect for individual human rights,None,Not a religious person,Never justifiable,5,5,Full time,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56446,1999-2004,United States,Very important,Very important,Quite happy,8,Strongly disagree,Agree strongly,Divorced,3 children,8,Quite a lot,Some respect,Roman Catholic,A religious person,6,Never justifiable,6,Full time,Yes,Female,,,Complete primary school,18,"US: White, Non-Hispanic",1999
56447,1999-2004,United States,Very important,Very important,Quite happy,8,Disagree,Agree,Married,3 children,9,Not very much,Not much respect,Protestant,A religious person,Never justifiable,Never justifiable,4,Full time,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56448,1999-2004,United States,Very important,Very important,Quite happy,7,Disagree,Agree,Divorced,3 children,8,Not very much,Some respect,Protestant,A religious person,7,4,5,Full time,Yes,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56449,1999-2004,United States,Very important,Very important,Very happy,9,Strongly disagree,Agree strongly,Married,1 child,7,Quite a lot,Some respect,Protestant,A religious person,Never justifiable,Never justifiable,5,Self employed,No,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56450,1999-2004,United States,Very important,Rather important,Very happy,9,Disagree,Agree,Married,1 child,9,Quite a lot,Not much respect,Protestant,A religious person,9,7,7,Retired,No,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56451,1999-2004,United States,Rather important,Rather important,Quite happy,7,Agree,Disagree,Single,No child,5,None at all,Some respect,Other,A religious person,Never justifiable,Never justifiable,3,Full time,No,Male,,,Complete primary school,18,"US: White, Non-Hispanic",1999
56452,1999-2004,United States,Very important,Rather important,Quite happy,7,Disagree,Disagree,Married,2 children,Satisfied,Not very much,A lot of respect for individual human rights,None,A religious person,8,8,Always justifiable,Part time,No,Female,,,Some university without degree,,"US: White, Non-Hispanic",1999
56453,1999-2004,United States,Very important,Rather important,Quite happy,8,Disagree,Agree,Living together as married,No child,8,Quite a lot,A lot of respect for individual human rights,Protestant,A religious person,9,8,4,Full time,Yes,Male,,,Complete secondary: university-preparatory type,,"US: White, Non-Hispanic",1999
56454,1999-2004,United States,Very important,Rather important,Quite happy,6,Disagree,Disagree,Married,3 children,6,Not very much,Not much respect,Other,A religious person,Never justifiable,6,Never justifiable,Full time,No,Female,,,Incomplete secondary: university-preparatory type,Dont know,"US: White, Non-Hispanic",1999
56455,1999-2004,United States,Very important,Rather important,Not very happy,3,Dont know,Dont know,Divorced,1 child,3,Dont know,A lot of respect for individual human rights,Jew,A religious person,3,6,6,Full time,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56456,1999-2004,United States,Very important,Not very important,Very happy,9,Disagree,Agree,Single,No child,9,A great deal,Some respect,Jew,A religious person,9,6,5,Students,No,Male,,,Some university without degree,,"US: White, Non-Hispanic",1999
56457,1999-2004,United States,Rather important,Not very important,Not very happy,5,Disagree,Agree,Single,No child,6,Not very much,Some respect,Jew,Not a religious person,6,6,6,Full time,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56458,1999-2004,United States,Very important,Very important,Quite happy,7,Disagree,Agree,Married,2 children,5,Quite a lot,A lot of respect for individual human rights,Roman Catholic,A religious person,9,4,6,Housewife,No,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56459,1999-2004,United States,Very important,Very important,Very happy,Satisfied,Strongly disagree,Agree strongly,Single,No child,Dissatisfied,None at all,Not respect at all,Other,A religious person,Never justifiable,Never justifiable,Never justifiable,Unemployed,Yes,Female,,,Incomplete primary school,15,"US: White, Non-Hispanic",1999
56460,1999-2004,United States,Very important,Very important,Quite happy,6,Agree strongly,Agree strongly,Married,1 child,7,A great deal,A lot of respect for individual human rights,None,Not a religious person,Never justifiable,Never justifiable,Never justifiable,Full time,No,Female,,,Incomplete primary school,12,"US: White, Non-Hispanic",1999
56461,1999-2004,United States,Very important,Very important,Very happy,Satisfied,Strongly disagree,Disagree,Married,2 children,7,Not very much,Some respect,Roman Catholic,A religious person,7,6,4,Full time,No,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56462,1999-2004,United States,Very important,Not very important,Quite happy,9,Disagree,Dont know,Married,2 children,5,Quite a lot,Some respect,Jew,Not a religious person,9,8,8,Full time,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56463,1999-2004,United States,Rather important,Rather important,Not very happy,7,Dont know,Disagree,Divorced,2 children,4,Quite a lot,Dont know,No answer,A religious person,Never justifiable,5,5,Full time,Yes,Female,,,No formal education,18,"US: White, Non-Hispanic",1999
56464,1999-2004,United States,Very important,Rather important,Quite happy,8,Disagree,Agree,Single,No child,5,Not very much,Some respect,Roman Catholic,A religious person,5,5,8,Self employed,No,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56465,1999-2004,United States,Very important,Very important,Very happy,5,Disagree,Agree,Living together as married,3 children,5,Dont know,Not much respect,Protestant,A religious person,6,6,7,Full time,Yes,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56466,1999-2004,United States,Very important,Very important,Quite happy,9,Disagree,Disagree,Married,5 children,7,Not very much,Some respect,Protestant,A religious person,Never justifiable,Never justifiable,5,Full time,Yes,Male,,,Complete secondary school: technical/vocational type,,"US: Black, Non-Hispanic",1999
56467,1999-2004,United States,Very important,Rather important,Quite happy,6,Disagree,Agree,Divorced,2 children,8,Quite a lot,Not much respect,Protestant,A religious person,Never justifiable,Never justifiable,3,Self employed,Yes,Male,,,Complete primary school,18,"US: White, Non-Hispanic",1999
56468,1999-2004,United States,Very important,Very important,Quite happy,7,Disagree,Disagree,Married,2 children,6,Not very much,Some respect,Protestant,A religious person,3,3,5,Housewife,No,Female,,,Complete secondary: university-preparatory type,18,"US: White, Non-Hispanic",1999
56469,1999-2004,United States,Rather important,Rather important,Quite happy,5,Disagree,Agree,Single,No child,4,Not very much,Some respect,Roman Catholic,A religious person,3,Never justifiable,4,Full time,Yes,Male,,,Some university without degree,,"US: White, Non-Hispanic",1999
56470,1999-2004,United States,Very important,Very important,Very happy,8,Disagree,Agree,Married,No child,5,Not very much,Some respect,Other,A convinced atheist,Always justifiable,Always justifiable,8,Full time,Yes,Female,,,Incomplete secondary school: technical/vocational type,16,"US: White, Non-Hispanic",1999
56471,1999-2004,United States,Very important,Rather important,Quite happy,9,Agree strongly,Agree,Married,2 children,8,Not very much,Some respect,Orthodox,A religious person,7,8,8,Full time,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56472,1999-2004,United States,Very important,Very important,Quite happy,Satisfied,Strongly disagree,Agree,Single,1 child,8,A great deal,Some respect,Roman Catholic,A religious person,6,8,7,Full time,Yes,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56473,1999-2004,United States,Very important,Very important,Quite happy,7,Strongly disagree,Agree strongly,Married,2 children,7,Quite a lot,Not much respect,Other,Not a religious person,5,4,7,Unemployed,No,Female,,,Complete secondary school: technical/vocational type,,"US: Black, Non-Hispanic",1999
56474,1999-2004,United States,Very important,Very important,Very happy,Satisfied,Disagree,Agree,Married,5 children,Satisfied,Quite a lot,Some respect,Protestant,A religious person,2,Never justifiable,Never justifiable,Retired,Yes,Male,,,University with degree,,"US: Black, Non-Hispanic",1999
56475,1999-2004,United States,Very important,Not very important,Quite happy,8,Strongly disagree,Agree,Married,2 children,8,Not very much,Some respect,None,A religious person,Dont know,6,6,Self employed,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56476,1999-2004,United States,Very important,Rather important,Quite happy,7,Strongly disagree,Agree strongly,Single,No child,7,Quite a lot,Not much respect,No answer,A religious person,Always justifiable,9,9,Full time,No,Male,,,Complete secondary school: technical/vocational type,18,"US: White, Non-Hispanic",1999
56477,1999-2004,United States,Very important,Very important,Very happy,7,Agree strongly,Dont know,Divorced,4 children,4,A great deal,Some respect,Buddhist,A religious person,5,4,3,Full time,Yes,Female,,,Complete primary school,,"US: Black, Non-Hispanic",1999
56478,1999-2004,United States,Very important,Very important,Quite happy,5,Strongly disagree,Agree strongly,Divorced,2 children,Dissatisfied,None at all,A lot of respect for individual human rights,Protestant,A religious person,Never justifiable,5,5,Unemployed,Yes,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56479,1999-2004,United States,Rather important,Rather important,Quite happy,3,Strongly disagree,Disagree,Divorced,1 child,5,Quite a lot,Some respect,Protestant,A religious person,7,Always justifiable,Always justifiable,Retired,Yes,Female,,,Some university without degree,19,"US: White, Non-Hispanic",1999
56480,1999-2004,United States,Very important,Rather important,Quite happy,9,Strongly disagree,Agree,Divorced,2 children,7,Not very much,Dont know,Roman Catholic,Dont know,Never justifiable,Never justifiable,Always justifiable,Retired,Yes,Female,,,Some university without degree,,"US: White, Non-Hispanic",1999
56481,1999-2004,United States,Very important,Very important,Quite happy,7,Strongly disagree,Dont know,Living together as married,1 child,4,Dont know,Not much respect,Other,A religious person,4,5,5,Full time,Yes,Male,,,Complete secondary school: technical/vocational type,18,"US: Black, Non-Hispanic",1999
56482,1999-2004,United States,Very important,Not very important,Quite happy,7,Disagree,Agree,Married,2 children,6,Quite a lot,Some respect,Roman Catholic,A religious person,5,3,6,Full time,Yes,Male,,,Some university without degree,,US: Hispanic,1999
56483,1999-2004,United States,Very important,Very important,Quite happy,7,Strongly disagree,Agree,Divorced,1 child,8,Quite a lot,A lot of respect for individual human rights,Roman Catholic,A religious person,Always justifiable,Never justifiable,5,Part time,Yes,Female,,,Incomplete secondary: university-preparatory type,19,"US: White, Non-Hispanic",1999
56484,1999-2004,United States,Very important,Rather important,Quite happy,6,Strongly disagree,Agree strongly,Single,No child,4,Quite a lot,Some respect,None,Not a religious person,Always justifiable,7,9,Full time,Yes,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56485,1999-2004,United States,Very important,Rather important,Very happy,8,Strongly disagree,Agree,Married,1 child,7,A great deal,Some respect,Roman Catholic,A religious person,8,8,Always justifiable,Retired,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56486,1999-2004,United States,Not at all important,Very important,Dont know,8,Strongly disagree,Strongly disagree,Single,No child,6,Not very much,Some respect,No answer,A religious person,9,8,8,Part time,Yes,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56487,1999-2004,United States,Very important,Very important,Quite happy,7,Strongly disagree,Agree,Married,No child,7,Not very much,Some respect,Other,A religious person,5,6,6,Full time,Yes,Female,,,University with degree,,"US: Black, Non-Hispanic",1999
56488,1999-2004,United States,Very important,Rather important,Quite happy,9,Strongly disagree,Disagree,Married,2 children,8,Quite a lot,Some respect,Protestant,Not a religious person,9,8,8,Full time,Yes,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56489,1999-2004,United States,Rather important,Rather important,Quite happy,8,Disagree,Agree,Single,No child,6,Quite a lot,A lot of respect for individual human rights,None,A religious person,5,5,6,Full time,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56490,1999-2004,United States,Very important,Very important,Quite happy,7,Strongly disagree,Disagree,Single,No child,7,Quite a lot,Some respect,Roman Catholic,A religious person,5,3,6,Retired,Yes,Female,,,Complete secondary: university-preparatory type,18,"US: White, Non-Hispanic",1999
56491,1999-2004,United States,Not very important,Not very important,Quite happy,7,Disagree,Agree,Single,No child,Satisfied,A great deal,Some respect,Other,A religious person,Always justifiable,Always justifiable,Always justifiable,Full time,Yes,Male,,,Some university without degree,,"US: White, Non-Hispanic",1999
56492,1999-2004,United States,Very important,Very important,Quite happy,9,Strongly disagree,Agree strongly,Married,2 children,8,Dont know,Some respect,Roman Catholic,A religious person,5,Never justifiable,Never justifiable,Full time,Yes,Male,,,Complete secondary school: technical/vocational type,,"US: White, Non-Hispanic",1999
56493,1999-2004,United States,Very important,Dont know,Not very happy,5,Strongly disagree,Agree strongly,Married,No child,4,A great deal,Not much respect,None,A religious person,Never justifiable,5,5,Full time,Yes,Male,,,Complete primary school,18,"US: White, Non-Hispanic",1999
56494,1999-2004,United States,Very important,Rather important,Quite happy,Satisfied,Disagree,Agree,Married,2 children,5,A great deal,Not respect at all,Roman Catholic,A religious person,Dont know,5,5,Unemployed,No,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56495,1999-2004,United States,Very important,Very important,Very happy,Satisfied,Strongly disagree,Agree strongly,Married,5 children,6,A great deal,Not much respect,Roman Catholic,A religious person,Always justifiable,Always justifiable,Always justifiable,Unemployed,No,Female,,,Some university without degree,18,"US: White, Non-Hispanic",1999
56496,1999-2004,United States,Rather important,Not at all important,Quite happy,7,Strongly disagree,Agree,Living together as married,No child,6,Quite a lot,Not much respect,None,Not a religious person,7,8,8,Full time,Yes,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56497,1999-2004,United States,Very important,Rather important,Quite happy,8,Agree,Agree,Single,No child,8,Not very much,A lot of respect for individual human rights,Roman Catholic,A religious person,6,5,5,Full time,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56498,1999-2004,United States,Very important,Very important,Quite happy,9,Disagree,Agree,Widowed,2 children,Satisfied,Quite a lot,Some respect,Jew,A religious person,9,Always justifiable,7,Retired,Yes,Female,,,Complete secondary school: technical/vocational type,18,"US: White, Non-Hispanic",1999
56499,1999-2004,United States,Very important,Not very important,Very happy,8,Disagree,Agree,Single,No child,8,Quite a lot,A lot of respect for individual human rights,None,A convinced atheist,Always justifiable,Always justifiable,Always justifiable,Students,No,Male,,,Some university without degree,,"US:  East Asian (Chinese, Japanese, etc.)",1999
56500,1999-2004,United States,Very important,Very important,Not very happy,5,Dont know,Agree,Single,No child,2,Not very much,A lot of respect for individual human rights,Muslim,A religious person,5,5,2,Unemployed,Yes,Male,,,University with degree,,"US: Other, Non-Hispanic",1999
56501,1999-2004,United States,Very important,Very important,Very happy,9,Disagree,Agree,Married,4 children,7,Not very much,Some respect,Roman Catholic,A religious person,Never justifiable,Never justifiable,7,Part time,No,Female,,,Incomplete secondary: university-preparatory type,,"US: White, Non-Hispanic",1999
56502,1999-2004,United States,Very important,Not at all important,Quite happy,5,Disagree,Agree,Single,No child,7,Quite a lot,A lot of respect for individual human rights,None,Not a religious person,5,5,5,Full time,Yes,Male,,,Some university without degree,,"US: White, Non-Hispanic",1999
56503,1999-2004,United States,Very important,Rather important,Very happy,9,Strongly disagree,Agree,Widowed,2 children,7,A great deal,Not much respect,Roman Catholic,A religious person,Always justifiable,6,6,Retired,Yes,Male,,,Some university without degree,,"US: White, Non-Hispanic",1999
56504,1999-2004,United States,Very important,Rather important,Very happy,8,Strongly disagree,Disagree,Single,No child,4,A great deal,Some respect,Roman Catholic,A religious person,5,4,7,Students,No,Male,,,Incomplete secondary: university-preparatory type,,"US: White, Non-Hispanic",1999
56505,1999-2004,United States,Very important,Very important,Very happy,Satisfied,Disagree,Disagree,Widowed,4 children,8,Not very much,Not much respect,Roman Catholic,A religious person,6,Never justifiable,6,Retired,Yes,Female,,,Complete secondary school: technical/vocational type,17,"US: White, Non-Hispanic",1999
56506,1999-2004,United States,Very important,Rather important,Quite happy,7,Disagree,Agree,Married,No child,8,Quite a lot,Some respect,Protestant,A religious person,Always justifiable,5,5,Full time,No,Female,,,Incomplete secondary: university-preparatory type,,US: Hispanic,1999
56507,1999-2004,United States,Very important,Very important,Quite happy,9,Disagree,Agree strongly,Married,3 children,8,Quite a lot,Some respect,Protestant,A religious person,Never justifiable,Never justifiable,2,Retired,No,Female,,,Complete primary school,18,"US: White, Non-Hispanic",1999
56508,1999-2004,United States,Very important,Very important,Quite happy,8,Disagree,Agree,Married,2 children,9,Not very much,Some respect,Protestant,A religious person,2,3,4,Retired,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56509,1999-2004,United States,Very important,Very important,Very happy,9,Strongly disagree,Agree strongly,Married,1 child,8,Not very much,Some respect,Roman Catholic,A religious person,8,Never justifiable,7,Full time,No,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56510,1999-2004,United States,Very important,Very important,Very happy,8,Disagree,Agree,Married,3 children,9,Quite a lot,A lot of respect for individual human rights,Protestant,A religious person,5,2,7,Other,Yes,Male,,,Some university without degree,,"US: White, Non-Hispanic",1999
56511,1999-2004,United States,Very important,Very important,Very happy,9,Strongly disagree,Agree strongly,Divorced,2 children,8,Quite a lot,Some respect,Protestant,A religious person,6,7,8,Self employed,Yes,Male,,,University with degree,,"US: Other, Non-Hispanic",1999
56512,1999-2004,United States,Very important,Very important,Quite happy,6,Strongly disagree,Dont know,Married,No child,7,A great deal,Some respect,Protestant,A religious person,8,7,8,Full time,No,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56513,1999-2004,United States,Very important,Very important,Quite happy,7,Agree,Agree,Widowed,3 children,8,Quite a lot,Some respect,Roman Catholic,A religious person,6,2,3,Retired,Yes,Male,,,Some university without degree,,"US: White, Non-Hispanic",1999
56514,1999-2004,United States,Very important,Rather important,Very happy,7,Strongly disagree,Agree strongly,Married,1 child,6,Quite a lot,Some respect,Roman Catholic,A religious person,7,7,Dont know,Full time,No,Female,,,Complete primary school,17,US: Hispanic,1999
56515,1999-2004,United States,Very important,Very important,Very happy,9,Strongly disagree,Agree,Married,1 child,7,Quite a lot,Some respect,Roman Catholic,A religious person,9,Never justifiable,4,Full time,No,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56516,1999-2004,United States,Very important,Very important,Very happy,8,Strongly disagree,Agree,Married,2 children,8,Quite a lot,Some respect,Roman Catholic,A religious person,Never justifiable,Never justifiable,7,Self employed,No,Female,,,Complete primary school,18,"US: White, Non-Hispanic",1999
56517,1999-2004,United States,Very important,Very important,Quite happy,9,Disagree,Agree,Married,2 children,9,Not very much,A lot of respect for individual human rights,Protestant,A religious person,5,2,6,Full time,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56518,1999-2004,United States,Very important,Very important,Very happy,Satisfied,Disagree,Agree strongly,Married,2 children,9,Quite a lot,Some respect,Protestant,A religious person,Never justifiable,4,3,Retired,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56519,1999-2004,United States,Very important,Very important,Very happy,Satisfied,Disagree,Agree strongly,Married,No child,Satisfied,Not very much,A lot of respect for individual human rights,Roman Catholic,A religious person,5,2,5,Retired,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56520,1999-2004,United States,Very important,Very important,Quite happy,Dissatisfied,Agree strongly,Agree,Married,2 children,Dissatisfied,Not very much,Some respect,Other,A religious person,Never justifiable,Never justifiable,Never justifiable,Housewife,No,Female,,,Complete primary school,18,"US: Black, Non-Hispanic",1999
56521,1999-2004,United States,Very important,Rather important,Quite happy,7,Strongly disagree,Agree,Married,2 children,7,Quite a lot,Not much respect,Roman Catholic,A religious person,8,5,8,Full time,No,Female,,,Complete secondary: university-preparatory type,,"US: Black, Non-Hispanic",1999
56522,1999-2004,United States,Very important,Very important,Very happy,7,Disagree,Agree strongly,Married,3 children,Satisfied,A great deal,Some respect,Other,A religious person,Never justifiable,2,7,Retired,Yes,Male,,,Incomplete secondary school: technical/vocational type,16,"US: Black, Non-Hispanic",1999
56523,1999-2004,United States,Very important,Very important,Quite happy,7,Disagree,Agree strongly,Separated,5 children,5,A great deal,A lot of respect for individual human rights,Roman Catholic,A religious person,Never justifiable,Never justifiable,9,Retired,No,Female,,,Complete primary school,14,"US: Black, Non-Hispanic",1999
56524,1999-2004,United States,Very important,Very important,Very happy,Satisfied,Disagree,Agree strongly,Married,No child,7,Quite a lot,Some respect,Other,A religious person,Never justifiable,6,6,Full time,No,Male,,,Complete primary school,17,"US: White, Non-Hispanic",1999
56525,1999-2004,United States,Very important,Not very important,Quite happy,9,Disagree,Agree,Single,No child,7,A great deal,Some respect,Other,A religious person,6,6,6,Full time,Yes,Male,,,University with degree,,US: Hispanic,1999
56526,1999-2004,United States,Very important,Not very important,Quite happy,6,Strongly disagree,Agree,Single,1 child,4,Not very much,Not much respect,None,A religious person,5,7,Always justifiable,Full time,Yes,Male,,,Incomplete secondary school: technical/vocational type,15,US: Hispanic,1999
56527,1999-2004,United States,Rather important,Rather important,Quite happy,7,Strongly disagree,Strongly disagree,Single,No child,3,Quite a lot,Not much respect,Other,A religious person,8,4,6,Students,No,Female,,,Incomplete secondary: university-preparatory type,19,"US: Black, Non-Hispanic",1999
56528,1999-2004,United States,Very important,Very important,Very happy,Satisfied,Agree,Agree strongly,Widowed,2 children,9,A great deal,Some respect,Roman Catholic,A religious person,2,Never justifiable,Never justifiable,Full time,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56529,1999-2004,United States,Very important,Very important,Very happy,9,Strongly disagree,Agree,Single,No child,8,A great deal,Some respect,Other,A religious person,Never justifiable,Never justifiable,5,Unemployed,No,Female,,,Complete primary school,17,"US: Black, Non-Hispanic",1999
56530,1999-2004,United States,Very important,Very important,Quite happy,8,Disagree,Disagree,Single,No child,7,Quite a lot,Some respect,Other,A religious person,4,Never justifiable,5,Students,No,Female,,,Incomplete secondary: university-preparatory type,,"US: Black, Non-Hispanic",1999
56531,1999-2004,United States,Very important,Very important,Quite happy,6,Strongly disagree,Agree,Married,3 children,2,Quite a lot,Not much respect,Roman Catholic,A religious person,2,2,3,Full time,Yes,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56532,1999-2004,United States,Very important,Very important,Very happy,8,Disagree,Agree,Widowed,2 children,7,A great deal,Not much respect,Protestant,A religious person,2,2,6,Full time,Yes,Female,,,Complete secondary school: technical/vocational type,,"US: Black, Non-Hispanic",1999
56533,1999-2004,United States,Very important,Very important,Very happy,Satisfied,Agree strongly,Agree,Married,4 children,Satisfied,Quite a lot,A lot of respect for individual human rights,Protestant,A religious person,Never justifiable,Never justifiable,5,Retired,Yes,Male,,,Some university without degree,,"US: White, Non-Hispanic",1999
56534,1999-2004,United States,Very important,Not very important,Quite happy,8,Disagree,Dont know,Living together as married,No child,8,Quite a lot,Some respect,No answer,A religious person,5,Always justifiable,8,Full time,Yes,Male,,,Complete secondary school: technical/vocational type,,"US: White, Non-Hispanic",1999
56535,1999-2004,United States,Very important,Rather important,Quite happy,8,Strongly disagree,Agree strongly,Single,No child,7,Quite a lot,Some respect,Protestant,A religious person,9,9,8,Full time,Yes,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56536,1999-2004,United States,Very important,Very important,Not very happy,3,Strongly disagree,Strongly disagree,Living together as married,No child,Dissatisfied,Quite a lot,Not much respect,No answer,A religious person,8,5,9,Full time,Yes,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56537,1999-2004,United States,Very important,Very important,Quite happy,9,Disagree,Agree,Married,1 child,7,Not very much,Not much respect,Roman Catholic,A religious person,5,3,3,Full time,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56538,1999-2004,United States,Very important,Very important,Very happy,Satisfied,Strongly disagree,Agree strongly,Married,No child,8,Quite a lot,Not much respect,None,A religious person,5,4,3,Full time,Yes,Male,,,Complete secondary: university-preparatory type,17,"US: White, Non-Hispanic",1999
56539,1999-2004,United States,Very important,Not very important,Quite happy,8,Strongly disagree,Agree,Single,No child,7,Quite a lot,Not much respect,Protestant,A religious person,Always justifiable,8,8,Full time,No,Female,,,Complete secondary school: technical/vocational type,,"US: White, Non-Hispanic",1999
56540,1999-2004,United States,Very important,Rather important,Quite happy,4,Strongly disagree,Dont know,Single,No child,4,Not very much,Some respect,None,A religious person,Never justifiable,Never justifiable,4,Full time,Yes,Male,,,Complete primary school,,"US: White, Non-Hispanic",1999
56541,1999-2004,United States,Rather important,Not at all important,Quite happy,8,Strongly disagree,Dont know,Single,No child,7,Not very much,Not much respect,No answer,Not a religious person,Always justifiable,7,Always justifiable,Full time,Yes,Male,,,Some university without degree,,"US: White, Non-Hispanic",1999
56542,1999-2004,United States,Very important,Very important,Very happy,Satisfied,Disagree,Agree,Single,No child,8,Not very much,Some respect,Other,A religious person,6,6,6,Full time,Yes,Female,,,Complete secondary school: technical/vocational type,,"US: White, Non-Hispanic",1999
56543,1999-2004,United States,Very important,Not very important,Quite happy,8,Strongly disagree,Agree strongly,Married,2 children,7,Not very much,A lot of respect for individual human rights,Protestant,A religious person,Never justifiable,3,3,Full time,Yes,Male,,,Complete secondary school: technical/vocational type,,"US: White, Non-Hispanic",1999
56544,1999-2004,United States,Very important,Rather important,Quite happy,8,Strongly disagree,Agree,Living together as married,3 children,7,Quite a lot,Some respect,Roman Catholic,A religious person,8,7,7,Unemployed,No,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56545,1999-2004,United States,Very important,Not very important,Very happy,8,Strongly disagree,Disagree,Married,No child,7,Quite a lot,Not much respect,Protestant,A religious person,7,7,7,Part time,No,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56546,1999-2004,United States,Very important,Very important,Quite happy,5,Strongly disagree,Agree strongly,Divorced,2 children,Dissatisfied,Quite a lot,Some respect,Roman Catholic,A religious person,7,Always justifiable,Always justifiable,Unemployed,Yes,Male,,,Some university without degree,,"US: White, Non-Hispanic",1999
56547,1999-2004,United States,Very important,Very important,Quite happy,7,Disagree,Agree,Married,No child,6,Quite a lot,Some respect,None,A religious person,Never justifiable,Never justifiable,5,Full time,No,Female,,,Complete primary school,16,US: Hispanic,1999
56548,1999-2004,United States,Very important,Very important,Quite happy,7,Strongly disagree,Agree,Married,2 children,8,Quite a lot,Some respect,Buddhist,A religious person,8,6,6,Full time,No,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56549,1999-2004,United States,Very important,Rather important,Quite happy,4,Strongly disagree,Agree strongly,Separated,No child,Dissatisfied,A great deal,Not much respect,Protestant,A religious person,9,6,6,Full time,No,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56550,1999-2004,United States,Very important,Very important,Very happy,8,Disagree,Agree,Divorced,2 children,6,Dont know,Some respect,Protestant,A religious person,Always justifiable,5,Always justifiable,Full time,Yes,Female,,,Complete primary school,18,"US: White, Non-Hispanic",1999
56551,1999-2004,United States,Rather important,Not very important,Quite happy,8,Disagree,Disagree,Single,No child,5,Quite a lot,Some respect,None,Not a religious person,7,6,4,Full time,No,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56552,1999-2004,United States,Very important,Very important,Very happy,Satisfied,Strongly disagree,Agree strongly,Married,2 children,8,None at all,Not respect at all,Other,A religious person,Never justifiable,Never justifiable,7,Self employed,Yes,Male,,,Incomplete primary school,15,"US: White, Non-Hispanic",1999
56553,1999-2004,United States,Very important,Rather important,Quite happy,9,Disagree,Agree,Married,2 children,9,Dont know,Dont know,None,A religious person,Never justifiable,8,8,Full time,No,Female,,,Incomplete secondary: university-preparatory type,,"US: White, Non-Hispanic",1999
56554,1999-2004,United States,Very important,Not very important,Quite happy,7,Strongly disagree,Disagree,Married,3 children,5,Quite a lot,A lot of respect for individual human rights,None,A religious person,6,6,6,Full time,Yes,Male,,,Complete primary school,18,"US: White, Non-Hispanic",1999
56555,1999-2004,United States,Very important,Rather important,Quite happy,6,Strongly disagree,Disagree,Single,2 children,6,Quite a lot,Some respect,Protestant,Not a religious person,9,6,5,Part time,No,Female,,,Some university without degree,,"US: White, Non-Hispanic",1999
56556,1999-2004,United States,Very important,Not very important,Quite happy,5,Dont know,Agree strongly,Single,No child,Dissatisfied,Not very much,Some respect,Roman Catholic,Not a religious person,6,Never justifiable,6,Students,No,Male,,,Some university without degree,,"US: Black, Non-Hispanic",1999
56557,1999-2004,United States,Very important,Not very important,Dont know,8,Disagree,Disagree,Living together as married,2 children,8,A great deal,Some respect,None,Not a religious person,Never justifiable,3,5,Full time,No,Male,,,Complete primary school,,US: Hispanic,1999
